train_acc,train_loss,val_acc,val_loss
0.026231578947368422,4.4217772,0.0332,4.2523246
0.04717894736842106,4.1548734,0.04880000000000001,4.1025167
0.06170526315789474,4.03503,0.08040000000000001,3.9806912
0.0796,3.9317613,0.0968,3.8749502
0.09454736842105264,3.8270185,0.1084,3.7938144
0.11010526315789475,3.7395911,0.1252,3.6275198
0.12454736842105263,3.6550076,0.134,3.5489678
0.13654736842105264,3.5720632,0.13119999999999998,3.6049776
0.1539157894736842,3.4926624,0.1564,3.4629278
0.1716421052631579,3.4096355,0.1776,3.3612626
0.18006315789473684,3.3422348,0.1956,3.2737122
0.19901052631578947,3.260078,0.21320000000000003,3.1982956
0.20863157894736842,3.1935682,0.2052,3.1966915
0.2225263157894737,3.1261358,0.2184,3.107801
0.23469473684210526,3.055685,0.236,3.0060172
0.24793684210526318,2.9874854,0.2504,2.9188352
0.25922105263157896,2.919553,0.2704,2.8823235
0.2689263157894737,2.860806,0.276,2.8611658
0.2816631578947369,2.8038898,0.25799999999999995,2.9045036
0.29240000000000005,2.7506573,0.26280000000000003,2.911945
0.3002315789473684,2.70734,0.2952,2.7569
0.3112631578947369,2.6578958,0.2736,2.8187428
0.31926315789473686,2.618095,0.3052,2.704797
0.32785263157894734,2.5711107,0.3072,2.6662314
0.33311578947368414,2.5445294,0.31839999999999996,2.5970254
0.34492631578947375,2.4986174,0.3224,2.6347165
0.3489052631578947,2.476588,0.33759999999999996,2.539427
0.3578105263157894,2.4367552,0.3368,2.563194
0.3642736842105263,2.401192,0.3556,2.5281577
0.3701052631578947,2.3732898,0.3544,2.4974847
0.3751999999999999,2.3470645,0.35600000000000004,2.4707854
0.3819578947368421,2.3135743,0.3296,2.597674
0.38842105263157894,2.2843971,0.3568,2.4586701
0.3950105263157895,2.2592766,0.35600000000000004,2.4602494
0.40242105263157896,2.2257755,0.36800000000000005,2.434969
0.4062105263157895,2.2059762,0.364,2.4247034
0.4106947368421052,2.1808856,0.37959999999999994,2.4024591
0.4178947368421053,2.1560128,0.38159999999999994,2.3051178
0.42345263157894736,2.1354334,0.38880000000000003,2.3412538
0.42564210526315793,2.1114695,0.3908,2.2727094
0.4315368421052632,2.0882792,0.39000000000000007,2.257824
0.4385684210526316,2.05931,0.37799999999999995,2.299933
0.4408210526315789,2.04991,0.398,2.22811
0.4486315789473685,2.0213723,0.3896,2.2791736
0.45189473684210524,2.0022988,0.4064,2.207208
0.4547578947368421,1.9854352,0.4096,2.1987345
0.462021052631579,1.9644583,0.40919999999999995,2.2233813
0.4632631578947369,1.9484701,0.41440000000000005,2.1309974
0.4680842105263159,1.929644,0.4064,2.2060173
0.4714315789473684,1.9153618,0.41639999999999994,2.146811
0.47591578947368424,1.9060864,0.41840000000000005,2.1376095
0.48147368421052633,1.8775486,0.4264,2.1553657
0.48488421052631586,1.8632684,0.42800000000000005,2.1489353
0.4884,1.841985,0.4296,2.1515958
0.49073684210526314,1.8337,0.4228,2.1680436
0.4941473684210526,1.8194256,0.4348,2.0531282
0.4999157894736842,1.7988032,0.44160000000000005,2.0720034
0.5000631578947369,1.7891387,0.43920000000000003,2.050687
0.5048631578947368,1.7761247,0.4424,2.091979
0.510421052631579,1.7584845,0.44760000000000005,2.0784376
0.5107368421052632,1.7487572,0.44839999999999997,2.028588
0.5138947368421053,1.7324331,0.45199999999999996,2.0692322
0.5204631578947368,1.7147013,0.45080000000000003,2.0508478
0.5185894736842105,1.7131385,0.45520000000000005,2.0029705
0.524021052631579,1.6929454,0.45480000000000004,2.0164945
0.5277894736842105,1.6843717,0.4572,2.019931
0.5313684210526316,1.667232,0.4623999999999999,2.0147946
0.5314947368421052,1.6647366,0.45280000000000004,2.0471685
0.5349263157894738,1.651785,0.4728,1.9949282
0.5378315789473684,1.6375915,0.45959999999999995,1.999099
0.540021052631579,1.6339731,0.4672,2.00923
0.541978947368421,1.6239119,0.46519999999999995,1.9808304
0.5453894736842104,1.6113731,0.4648,1.9915739
0.5488631578947369,1.6004192,0.4632,1.9965309
0.5494947368421053,1.5904623,0.4692,1.9850929
0.5540842105263157,1.5809398,0.474,1.9839532
0.5504842105263158,1.576444,0.4644,1.995666
0.5552631578947368,1.5679994,0.4636,1.9812884
0.5584210526315789,1.5608428,0.468,1.9484451
0.5585263157894738,1.5506974,0.4708,1.9474626
0.5610736842105263,1.5443611,0.47600000000000003,1.9564676
0.558778947368421,1.541581,0.4708,1.9373765
0.5638526315789474,1.5320362,0.474,1.9348973
0.5648842105263159,1.5295736,0.4736,1.9423217
0.5660631578947368,1.5225259,0.478,1.9449992
0.5674105263157895,1.516891,0.4772,1.9341086
0.5689894736842105,1.5181482,0.46880000000000005,1.9382035
0.5664421052631577,1.515899,0.4732,1.9451407
0.5741473684210525,1.5033586,0.47119999999999995,1.9524063
0.5728,1.5009338,0.47479999999999994,1.9338995
0.5710105263157895,1.5000184,0.4732,1.9403926
0.5726526315789473,1.4950804,0.4804,1.9311125
0.5724210526315789,1.495046,0.47919999999999996,1.9357523
0.575642105263158,1.4921275,0.47840000000000005,1.9318225
0.5746526315789474,1.4947867,0.4744,1.940326
0.5749473684210527,1.4821253,0.4759999999999999,1.9380472
0.573642105263158,1.4875491,0.47759999999999997,1.9341637
0.5769052631578948,1.4807762,0.4800000000000001,1.9308656
0.5784421052631579,1.4782389,0.4808,1.9416622
0.5792631578947368,1.4819729,0.48160000000000003,1.9273416
