train_acc,train_loss,val_acc,val_loss
0.07402105263157896,4.1305423,0.1072,3.802374
0.1392842105263158,3.598407,0.1572,3.44029
0.20795789473684212,3.2108514,0.21760000000000002,3.12523
0.25256842105263155,2.9431868,0.26280000000000003,2.8675926
0.2879578947368422,2.7605593,0.26080000000000003,2.8637347
0.3166736842105263,2.623111,0.3164,2.6904914
0.33955789473684217,2.5219305,0.3312,2.5180945
0.3549052631578947,2.4334512,0.33640000000000003,2.4980721
0.37279999999999996,2.3518937,0.34600000000000003,2.520829
0.3870315789473684,2.2871332,0.3664,2.4254403
0.4024631578947368,2.2245283,0.3444,2.5799139
0.41515789473684206,2.1741254,0.40199999999999997,2.244432
0.4202736842105263,2.1390476,0.39239999999999997,2.2925184
0.433978947368421,2.0896294,0.3972,2.3230355
0.44092631578947367,2.0606084,0.41879999999999995,2.1803885
0.44747368421052636,2.0280292,0.4264,2.1854577
0.4514526315789474,2.0027163,0.4296000000000001,2.1218038
0.46240000000000003,1.9713833,0.39039999999999997,2.362875
0.46814736842105265,1.9448253,0.43479999999999996,2.0917814
0.47387368421052634,1.91923,0.4228,2.2163558
0.47520000000000007,1.9060733,0.45239999999999997,2.044702
0.4813473684210527,1.8808881,0.45120000000000005,1.9709637
0.4875368421052631,1.8586879,0.4563999999999999,2.019924
0.4918736842105263,1.8390292,0.46279999999999993,2.0457728
0.4970105263157895,1.8208795,0.4584,1.9773602
0.49886315789473684,1.8057553,0.4648,1.9322041
0.5038526315789473,1.7940058,0.46959999999999996,1.9208912
0.5052421052631579,1.7832478,0.4728,1.9623306
0.5110526315789473,1.7645624,0.4792,1.9042271
0.5141894736842105,1.746059,0.474,1.9140244
0.514378947368421,1.743739,0.4835999999999999,1.9369164
0.5205473684210526,1.7247083,0.48119999999999996,1.9085411
0.5189263157894737,1.7168432,0.4824,1.9164264
0.5237052631578948,1.6983967,0.4764,1.9186454
0.5271368421052632,1.6899245,0.4895999999999999,1.8847781
0.5297263157894737,1.6816388,0.478,1.9302195
0.5317894736842105,1.6705685,0.47800000000000004,1.88914
0.5323368421052631,1.6615324,0.49920000000000003,1.8312625
0.5378105263157894,1.6519172,0.4824,1.887546
0.5402947368421053,1.639991,0.5052,1.8311293
0.5432842105263158,1.6277988,0.4968000000000001,1.8580738
0.5473263157894738,1.6271117,0.49800000000000005,1.842343
0.5464210526315789,1.6149088,0.4936,1.8545914
0.5493473684210526,1.6066087,0.48400000000000004,1.8937311
0.5493894736842106,1.5977253,0.49479999999999996,1.828034
0.5498947368421052,1.5922071,0.5008,1.8242704
0.5520842105263157,1.5837934,0.5012000000000001,1.7839179
0.5577894736842105,1.572924,0.5099999999999999,1.7614436
0.5571368421052633,1.5699458,0.5112,1.776242
0.5591368421052633,1.5596014,0.5099999999999999,1.8135659
0.5609684210526317,1.5548303,0.512,1.7906951
0.5646315789473685,1.5514338,0.5144000000000001,1.7759492
0.5633684210526316,1.543264,0.518,1.7761482
0.5675789473684211,1.5311652,0.5092,1.7785562
0.5669894736842105,1.5263836,0.5112000000000001,1.7581801
0.5674105263157895,1.5253952,0.5188,1.7325373
0.5731999999999999,1.5134258,0.5224,1.7214386
0.5735157894736841,1.5096662,0.5156000000000001,1.7790202
0.5741263157894737,1.5024711,0.5304,1.7261368
0.573978947368421,1.4965925,0.5288,1.70861
0.5752421052631579,1.4924175,0.5256000000000001,1.7491177
0.5762947368421053,1.4906756,0.5227999999999999,1.725578
0.5770736842105263,1.4892918,0.528,1.7250983
0.5795368421052632,1.4797161,0.5268,1.7363945
0.5816421052631578,1.4717175,0.5168,1.6959252
0.5821052631578948,1.4727694,0.534,1.6987355
0.5813473684210526,1.4674913,0.5347999999999999,1.690189
0.5838947368421054,1.4634932,0.5224,1.7202942
0.5856842105263159,1.4537957,0.5316,1.6891873
0.586378947368421,1.4495912,0.5392,1.6791147
0.5877684210526316,1.4504025,0.5344,1.6885082
0.5877684210526316,1.4429618,0.5260000000000001,1.7197571
0.5905684210526316,1.4382787,0.5328,1.6960112
0.5914736842105263,1.437452,0.5336,1.6789566
0.5922315789473684,1.4339166,0.5367999999999999,1.6880429
0.5924842105263158,1.4261341,0.5379999999999999,1.6711644
0.5944421052631579,1.4271344,0.5376,1.6650957
0.5950526315789473,1.4218122,0.5367999999999999,1.6730721
0.5932210526315789,1.4193766,0.5408,1.6721901
0.5962315789473684,1.4147168,0.5416000000000001,1.6712145
0.5967368421052632,1.4154321,0.5396,1.6682202
0.598378947368421,1.4122143,0.5408,1.6695102
0.599221052631579,1.4020407,0.54,1.66451
0.5959157894736842,1.4057059,0.54,1.6648575
0.5955578947368421,1.4096911,0.5412,1.6724478
0.5988631578947369,1.4039392,0.5392,1.667122
0.6001263157894737,1.4024785,0.5428000000000001,1.6625078
0.5999789473684211,1.3972,0.5396,1.6554229
0.6004631578947368,1.3992566,0.5367999999999999,1.6587373
0.6029473684210527,1.395016,0.5448000000000001,1.6574081
0.6040210526315789,1.3897789,0.544,1.6495243
0.6017894736842104,1.3906134,0.5424,1.6527063
0.6021263157894736,1.3930662,0.5416,1.6519297
0.6006736842105262,1.3893218,0.5424,1.6567727
0.6019789473684211,1.3874964,0.544,1.6483221
0.6002105263157895,1.3922966,0.5448000000000001,1.6531519
0.6030526315789475,1.3926077,0.5488000000000001,1.6570946
0.6039578947368421,1.3840897,0.5459999999999999,1.6556885
0.6025052631578948,1.3851497,0.5404,1.6564445
0.6028000000000001,1.3855968,0.5444,1.652208
