train_acc,train_loss,val_acc,val_loss
0.04492631578947369,4.2068896,0.05040000000000001,4.305763
0.09797894736842107,3.812298,0.132,3.6390445
0.15972631578947366,3.4552534,0.1716,3.3805315
0.22018947368421055,3.1227217,0.22719999999999999,3.102632
0.27578947368421053,2.821973,0.2688,2.9530168
0.3188631578947368,2.6038682,0.316,2.720655
0.3557263157894736,2.4382672,0.3500000000000001,2.4973595
0.38372631578947364,2.2938693,0.36560000000000004,2.3909574
0.40854736842105266,2.1806273,0.37439999999999996,2.3903627
0.43351578947368424,2.081213,0.37040000000000006,2.33043
0.4513473684210526,1.9983679,0.39640000000000003,2.414023
0.4664421052631579,1.929667,0.3968,2.271648
0.48279999999999995,1.8665154,0.45439999999999997,2.0083363
0.49753684210526317,1.7962222,0.45559999999999995,1.963107
0.5048842105263158,1.7514417,0.4364,2.1007223
0.521578947368421,1.7056699,0.47080000000000005,1.9408478
0.5325052631578947,1.658033,0.486,1.9084128
0.5409263157894736,1.6214954,0.49400000000000005,1.8816985
0.5492631578947369,1.5750538,0.4868,1.8612943
0.5631999999999999,1.5414009,0.4888,1.832275
0.5679368421052631,1.512522,0.4984,1.8612754
0.5734526315789473,1.4759611,0.5216000000000001,1.7224256
0.5847157894736842,1.4457614,0.5128,1.7990615
0.5879368421052631,1.4236215,0.5152,1.7788447
0.5993263157894737,1.3889997,0.524,1.7477072
0.6014736842105263,1.374023,0.5412,1.7220393
0.608021052631579,1.344314,0.5288,1.6909032
0.6146947368421052,1.3182371,0.5324,1.6977446
0.6206315789473684,1.2963967,0.5352,1.7301396
0.6247999999999999,1.2792017,0.5232000000000001,1.75121
0.6329052631578947,1.2477969,0.5376000000000001,1.6928322
0.636821052631579,1.2398013,0.5448,1.6919839
0.6398315789473683,1.2142526,0.542,1.691926
0.648042105263158,1.193226,0.562,1.703875
0.6530526315789473,1.1711673,0.5552,1.6705148
0.6567157894736843,1.1580788,0.5579999999999999,1.6573504
0.6602736842105263,1.1407946,0.548,1.6735978
0.664021052631579,1.118674,0.5716,1.6385058
0.6714526315789474,1.1026877,0.5716,1.6530471
0.6745263157894736,1.0905942,0.552,1.6857456
0.6777894736842105,1.0725975,0.5796,1.5928605
0.6831999999999999,1.0547335,0.55,1.7999071
0.6863157894736842,1.04473,0.5736,1.6464794
0.6896842105263157,1.02188,0.5676,1.6503109
0.6943789473684211,1.0066384,0.5804,1.6419643
0.6988,0.9921037,0.5780000000000001,1.7061119
0.7026315789473684,0.98029584,0.5772,1.677114
0.7069894736842104,0.9613559,0.588,1.6321026
0.7089894736842105,0.9476925,0.5764,1.62903
0.7116842105263158,0.93499243,0.578,1.6784487
0.7170526315789474,0.9289097,0.5808,1.7001816
0.7227157894736842,0.9067342,0.586,1.6478611
0.7257473684210526,0.8960155,0.5804,1.6656129
0.7298736842105262,0.87904876,0.5784,1.6650438
0.7337052631578947,0.8650853,0.5816,1.7075262
0.7326736842105263,0.8625144,0.5880000000000001,1.6686059
0.7386736842105264,0.8453491,0.5948,1.6281416
0.7426736842105263,0.83096266,0.5843999999999999,1.692344
0.7456842105263158,0.819975,0.5948,1.6950972
0.7489473684210526,0.8052148,0.5976,1.6694516
0.7546947368421053,0.7924035,0.6068,1.6452748
0.755221052631579,0.7833732,0.5964,1.6608539
0.7577263157894737,0.77302915,0.6027999999999999,1.6940442
0.762421052631579,0.75636137,0.6064,1.7133653
0.7656,0.7456102,0.602,1.6871678
0.7697684210526315,0.7334042,0.6043999999999999,1.684742
0.7735368421052632,0.7268768,0.6032,1.7126667
0.7761052631578947,0.71000826,0.6028,1.6935623
0.7752842105263158,0.705617,0.6064,1.6594433
0.7820000000000001,0.6946037,0.6032,1.7322168
0.7842736842105263,0.68076825,0.6112,1.6999371
0.7877473684210525,0.6772981,0.6035999999999999,1.7294453
0.7872210526315788,0.66801405,0.612,1.728708
0.7914736842105264,0.6585778,0.6083999999999999,1.7275496
0.7953473684210526,0.6481391,0.6088000000000001,1.732834
0.7973263157894738,0.64317745,0.6023999999999999,1.7483151
0.7985263157894738,0.6353657,0.6008,1.7800862
0.8002105263157895,0.62893265,0.6099999999999999,1.7556353
0.8050315789473684,0.62045836,0.6068,1.7695324
0.8038315789473685,0.61453986,0.6128,1.7778064
0.8084210526315789,0.60718066,0.608,1.774312
0.8072421052631579,0.6017766,0.6076,1.7863872
0.8102105263157895,0.5928179,0.6092,1.7939937
0.8136421052631579,0.5858506,0.6192,1.7795066
0.8112842105263158,0.59068733,0.6108,1.7979738
0.8160421052631579,0.57282704,0.608,1.7902712
0.8152421052631579,0.57840943,0.612,1.7902771
0.8176631578947368,0.5727652,0.6072,1.7966928
0.8197263157894737,0.57140255,0.6112000000000001,1.7823677
0.8173684210526316,0.569975,0.6084,1.7940843
0.8182315789473683,0.5663459,0.6112000000000001,1.803898
0.8203157894736841,0.5589305,0.6115999999999999,1.7987914
0.8207368421052632,0.5577882,0.6112,1.8204967
0.8206736842105263,0.55914026,0.6155999999999999,1.801651
0.8246947368421053,0.5570482,0.61,1.8141584
0.8226736842105262,0.5550209,0.6136,1.7963716
0.8235368421052631,0.5555641,0.6115999999999999,1.811855
0.8251578947368422,0.54565823,0.6112,1.8010876
0.8241473684210527,0.55112827,0.6112,1.8209146
0.8216,0.55492985,0.612,1.8190106
